game_date,game_id,game_status_text,home_team_id_x,away_team_id,season,team_id_home,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,team_id_away,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,home_team_season_wins,home_win_x,home_team_abbr,away_team_abbr,home_team_id_y,home_opp_team_id,home_is_home,home_pts_for,home_pts_against,home_win_y,home_team_pts,home_team_reb,home_team_ast,home_team_turnovers,home_team_fgm,home_team_fga,home_team_fg3m,home_team_fg3a,home_team_ftm,home_team_fta,home_team_fg_pct,home_team_fg3_pct,home_team_ft_pct,home_team_efg_pct,home_opp_pts,home_opp_reb,home_opp_ast,home_opp_turnovers,home_opp_fgm,home_opp_fga,home_opp_fg3m,home_opp_fg3a,home_opp_ftm,home_opp_fta,home_opp_fg_pct,home_opp_fg3_pct,home_opp_ft_pct,home_opp_efg_pct,home_rest_days,home_team_name,home_pregame_standingsdate,home_team_pts_prev,home_team_reb_prev,home_team_ast_prev,home_team_turnovers_prev,home_team_fga_prev,home_team_fgm_prev,home_team_fg3a_prev,home_team_fg3m_prev,home_team_fta_prev,home_team_ftm_prev,home_team_fg_pct_prev,home_team_fg3_pct_prev,home_team_ft_pct_prev,home_team_efg_pct_prev,home_team_pts_prev_r3,home_team_reb_prev_r3,home_team_ast_prev_r3,home_team_turnovers_prev_r3,home_team_fga_prev_r3,home_team_fgm_prev_r3,home_team_fg3a_prev_r3,home_team_fg3m_prev_r3,home_team_fta_prev_r3,home_team_ftm_prev_r3,home_team_fg_pct_prev_r3,home_team_fg3_pct_prev_r3,home_team_ft_pct_prev_r3,home_team_efg_pct_prev_r3,home_team_pts_prev_r5,home_team_reb_prev_r5,home_team_ast_prev_r5,home_team_turnovers_prev_r5,home_team_fga_prev_r5,home_team_fgm_prev_r5,home_team_fg3a_prev_r5,home_team_fg3m_prev_r5,home_team_fta_prev_r5,home_team_ftm_prev_r5,home_team_fg_pct_prev_r5,home_team_fg3_pct_prev_r5,home_team_ft_pct_prev_r5,home_team_efg_pct_prev_r5,home_team_pts_prev_r10,home_team_reb_prev_r10,home_team_ast_prev_r10,home_team_turnovers_prev_r10,home_team_fga_prev_r10,home_team_fgm_prev_r10,home_team_fg3a_prev_r10,home_team_fg3m_prev_r10,home_team_fta_prev_r10,home_team_ftm_prev_r10,home_team_fg_pct_prev_r10,home_team_fg3_pct_prev_r10,home_team_ft_pct_prev_r10,home_team_efg_pct_prev_r10,away_opp_team_id,away_is_home,away_pts_for,away_pts_against,away_win,away_team_pts,away_team_reb,away_team_ast,away_team_turnovers,away_team_fgm,away_team_fga,away_team_fg3m,away_team_fg3a,away_team_ftm,away_team_fta,away_team_fg_pct,away_team_fg3_pct,away_team_ft_pct,away_team_efg_pct,away_opp_pts,away_opp_reb,away_opp_ast,away_opp_turnovers,away_opp_fgm,away_opp_fga,away_opp_fg3m,away_opp_fg3a,away_opp_ftm,away_opp_fta,away_opp_fg_pct,away_opp_fg3_pct,away_opp_ft_pct,away_opp_efg_pct,away_rest_days,away_team_name,away_pregame_standingsdate,away_team_pts_prev,away_team_reb_prev,away_team_ast_prev,away_team_turnovers_prev,away_team_fga_prev,away_team_fgm_prev,away_team_fg3a_prev,away_team_fg3m_prev,away_team_fta_prev,away_team_ftm_prev,away_team_fg_pct_prev,away_team_fg3_pct_prev,away_team_ft_pct_prev,away_team_efg_pct_prev,away_team_pts_prev_r3,away_team_reb_prev_r3,away_team_ast_prev_r3,away_team_turnovers_prev_r3,away_team_fga_prev_r3,away_team_fgm_prev_r3,away_team_fg3a_prev_r3,away_team_fg3m_prev_r3,away_team_fta_prev_r3,away_team_ftm_prev_r3,away_team_fg_pct_prev_r3,away_team_fg3_pct_prev_r3,away_team_ft_pct_prev_r3,away_team_efg_pct_prev_r3,away_team_pts_prev_r5,away_team_reb_prev_r5,away_team_ast_prev_r5,away_team_turnovers_prev_r5,away_team_fga_prev_r5,away_team_fgm_prev_r5,away_team_fg3a_prev_r5,away_team_fg3m_prev_r5,away_team_fta_prev_r5,away_team_ftm_prev_r5,away_team_fg_pct_prev_r5,away_team_fg3_pct_prev_r5,away_team_ft_pct_prev_r5,away_team_efg_pct_prev_r5,away_team_pts_prev_r10,away_team_reb_prev_r10,away_team_ast_prev_r10,away_team_turnovers_prev_r10,away_team_fga_prev_r10,away_team_fgm_prev_r10,away_team_fg3a_prev_r10,away_team_fg3m_prev_r10,away_team_fta_prev_r10,away_team_ftm_prev_r10,away_team_fg_pct_prev_r10,away_team_fg3_pct_prev_r10,away_team_ft_pct_prev_r10,away_team_efg_pct_prev_r10,y_home_win
2022-11-25,22200279,Final,1610612763,1610612740,2022,1610612763,132,0.516,0.741,0.474,26,46,1610612740,111,0.43,0.871,0.323,26,41,1,1,MEM,NOP,1610612763,1610612740,TRUE,132,111,1,132,46,26,14,47,91,18,38,20,27,0.516483516,0.473684211,0.740740741,0.615384615,111,41,26,13,37,86,10,31,27,31,0.430232558,0.322580645,0.870967742,0.488372093,3,Memphis,2022-11-25 00:00:00,109,49,26,18,91,41,30,8,30,19,0.450549451,0.266666667,0.633333333,0.494505495,115,50,26.66666667,13,94.33333333,41,35.33333333,11.33333333,33.66666667,21.66666667,0.434749241,0.316655117,0.635573477,0.494692882,107.8,50.4,23.4,13.2,94.2,39.8,33.8,10.4,27.2,17.8,0.422624907,0.305707356,0.657344086,0.4777487,111.6,50.6,24.7,13.7,93.7,42.3,34.3,11.3,22.8,15.7,0.451265358,0.327385635,0.698028982,0.511297463,1610612763,FALSE,111,132,0,111,41,26,13,37,86,10,31,27,31,0.430232558,0.322580645,0.870967742,0.488372093,132,46,26,14,47,91,18,38,20,27,0.516483516,0.473684211,0.740740741,0.615384615,2,New Orleans,2022-11-25 00:00:00,129,42,33,21,82,47,33,14,30,21,0.573170732,0.424242424,0.7,0.658536585,122,43,29,15.33333333,86.66666667,46.33333333,36.66666667,14,21.33333333,15.33333333,0.535295048,0.384271284,0.727838828,0.616127074,120.6,43.6,29.6,13.8,87.2,45,36.2,15.4,20,15.2,0.516858994,0.428329916,0.761703297,0.60513843,117.5,45.1,27,14,89,43.7,31.4,11.9,23.6,18.2,0.492041913,0.364866177,0.766909674,0.559404857,1
2022-11-25,22200280,Final,1610612749,1610612739,2022,1610612749,117,0.506,0.72,0.469,27,43,1610612739,102,0.391,0.846,0.364,12,41,1,1,MIL,CLE,1610612749,1610612739,TRUE,117,102,1,117,43,27,13,42,83,15,32,18,25,0.506024096,0.46875,0.72,0.596385542,102,41,12,9,34,87,12,33,22,26,0.390804598,0.363636364,0.846153846,0.459770115,2,Milwaukee,2022-11-25 00:00:00,113,48,24,19,90,41,38,12,25,19,0.455555556,0.315789474,0.76,0.522222222,111.3333333,44,25.66666667,15,88.66666667,43,34,11,23.66666667,14.33333333,0.485874246,0.323517126,0.593650794,0.547760551,110.6,46,24.8,14.8,86.8,40.8,34,11,27.8,18,0.469800214,0.317540868,0.623399148,0.532853722,110.3,48,24.6,15.2,90,40.1,37.4,13.1,24.5,17,0.446559806,0.347306688,0.698604405,0.519143586,1610612749,FALSE,102,117,0,102,41,12,9,34,87,12,33,22,26,0.390804598,0.363636364,0.846153846,0.459770115,117,43,27,13,42,83,15,32,18,25,0.506024096,0.46875,0.72,0.596385542,2,Cleveland,2022-11-25 00:00:00,114,39,22,16,74,41,27,12,23,20,0.554054054,0.444444444,0.869565217,0.635135135,113.6666667,41.66666667,25.66666667,18,75.66666667,42.33333333,27.66666667,11.66666667,20.66666667,17.33333333,0.561391512,0.440703862,0.829710145,0.638332481,114.2,41.8,24.8,16.2,80.6,42.4,27.8,11,22.2,18.4,0.529070932,0.40727946,0.825031969,0.59821688,114.7,43.3,24.3,14.8,83.7,41.5,29.4,11.5,25.3,20.2,0.499039898,0.396098937,0.800141137,0.568307067,1
2022-11-25,22200281,Final,1610612760,1610612741,2022,1610612760,123,0.463,0.875,0.241,24,50,1610612741,119,0.436,0.826,0.364,25,47,1,1,OKC,CHI,1610612760,1610612741,TRUE,123,119,1,123,50,24,13,44,95,7,29,28,32,0.463157895,0.24137931,0.875,0.5,119,47,25,15,44,101,12,33,19,23,0.435643564,0.363636364,0.826086957,0.495049505,2,Oklahoma City,2022-11-25 00:00:00,126,39,26,9,97,42,40,18,28,24,0.432989691,0.45,0.857142857,0.525773196,118.3333333,40,28.33333333,11,93.66666667,43.33333333,32.66666667,12.33333333,23.66666667,19.33333333,0.463458685,0.368954248,0.818858225,0.528635257,119.6,41.6,26,13.4,92,44.2,31.8,12.8,23.6,18.4,0.482635554,0.397931689,0.783988928,0.552719073,120.4,42.9,26.1,14.3,93.8,45.5,33.9,13.6,20.7,15.8,0.487830022,0.400059965,0.759355145,0.560748315,1610612760,FALSE,119,123,0,119,47,25,15,44,101,12,33,19,23,0.435643564,0.363636364,0.826086957,0.495049505,123,50,24,13,44,95,7,29,28,32,0.463157895,0.24137931,0.875,0.5,2,Chicago,2022-11-25 00:00:00,118,35,30,13,87,43,42,18,18,14,0.494252874,0.428571429,0.777777778,0.597701149,115.3333333,44,27.66666667,11.66666667,88.33333333,43.33333333,30.66666667,12.33333333,21,16.33333333,0.490593654,0.383141762,0.775925926,0.560656937,111.8,41,26.4,13,87,42.8,29.2,10.8,20.2,15.4,0.491998029,0.353180512,0.756872082,0.553802957,111,42.3,26.1,15.4,86.1,42.1,29.6,10.8,19.7,16,0.48951732,0.355217155,0.810647385,0.552035187,1
2022-11-25,22200282,Final,1610612759,1610612747,2022,1610612759,94,0.38,0.75,0.182,21,50,1610612747,105,0.482,0.85,0.296,28,49,0,0,SAS,LAL,1610612759,1610612747,TRUE,94,105,0,94,50,21,16,38,100,6,33,12,16,0.38,0.181818182,0.75,0.41,105,49,28,21,40,83,8,27,17,20,0.481927711,0.296296296,0.85,0.530120482,2,San Antonio,2022-11-25 00:00:00,110,37,31,18,85,41,34,10,28,18,0.482352941,0.294117647,0.642857143,0.541176471,99.66666667,41.33333333,26.33333333,14.33333333,92.33333333,39.33333333,31.33333333,8,19.66666667,13,0.428874078,0.256410256,0.6,0.473002994,104.2,38.8,28.4,16,89.2,41.6,29.8,8.8,17.6,12.2,0.470377668,0.300530504,0.662941176,0.520538491,105.9,40.2,27.1,16.8,89.1,41.6,32,10.2,18.2,12.5,0.470925278,0.322770998,0.675129373,0.529004035,1610612759,FALSE,105,94,1,105,49,28,21,40,83,8,27,17,20,0.481927711,0.296296296,0.85,0.530120482,94,50,21,16,38,100,6,33,12,16,0.38,0.181818182,0.75,0.41,3,L.A. Lakers,2022-11-25 00:00:00,105,45,19,17,85,36,22,4,35,29,0.423529412,0.181818182,0.828571429,0.447058824,118.6666667,47.66666667,25.66666667,16,82.66666667,41.33333333,25.33333333,7.666666667,33,28.33333333,0.501407743,0.294919786,0.85952381,0.547737557,117.2,45.8,24.8,14.2,85.4,42,25.6,8.8,29,24.4,0.493002488,0.338433353,0.83956044,0.544251925,113.9,44.4,24.1,14.6,86.5,41.5,27.3,9.2,26.4,21.7,0.480824427,0.337681776,0.807871195,0.533945017,0
2022-11-25,22200283,Final,1610612756,1610612765,2022,1610612756,108,0.483,0.654,0.241,25,43,1610612765,102,0.424,0.938,0.346,21,49,1,1,PHX,DET,1610612756,1610612765,TRUE,108,102,1,108,43,25,13,42,87,7,29,17,26,0.482758621,0.24137931,0.653846154,0.522988506,102,49,21,18,39,92,9,26,15,16,0.423913043,0.346153846,0.9375,0.472826087,3,Phoenix,2022-11-25 00:00:00,115,49,23,15,102,48,34,16,5,3,0.470588235,0.470588235,0.6,0.549019608,121.3333333,50.33333333,29,14,99,46.66666667,34.33333333,14,17,14,0.472535802,0.40216189,0.75026455,0.542689845,121.2,48.6,28.4,13.6,96.4,46.4,35.8,15.4,16,13,0.482816759,0.424074912,0.71815873,0.563469204,112.8,43.7,26.2,13.4,91.2,42,33.9,13.7,18,15.1,0.459754025,0.398126207,0.795024531,0.534420416,1610612756,FALSE,102,108,0,102,49,21,18,39,92,9,26,15,16,0.423913043,0.346153846,0.9375,0.472826087,108,43,25,13,42,87,7,29,17,26,0.482758621,0.24137931,0.653846154,0.522988506,2,Detroit,2022-11-25 00:00:00,125,38,24,7,89,44,24,12,27,25,0.494382022,0.5,0.925925926,0.561797753,121.3333333,37.66666667,23.66666667,11.66666667,88.66666667,45.33333333,27,11.66666667,21.33333333,19,0.511278515,0.434318555,0.884211333,0.576991828,115.2,38.6,22.6,11.6,89.2,42.4,29.2,10.4,24,20,0.47524537,0.364006693,0.838860133,0.533448061,113.1,43.1,21.6,13,87.4,39.7,31.2,10.1,29.8,23.6,0.454408782,0.327432168,0.806104708,0.512138692,1
2022-11-25,22200284,Final,1610612744,1610612762,2022,1610612744,129,0.515,0.833,0.444,33,49,1610612762,118,0.474,0.882,0.244,28,42,1,1,GSW,UTA,1610612744,1610612762,TRUE,129,118,1,129,49,33,19,52,101,20,45,5,6,0.514851485,0.444444444,0.833333333,0.613861386,118,42,28,13,46,97,11,45,15,17,0.474226804,0.244444444,0.882352941,0.530927835,2,Golden State,2022-11-25 00:00:00,124,45,36,13,97,48,51,19,13,9,0.494845361,0.37254902,0.692307692,0.592783505,111.3333333,39.66666667,30.33333333,18.66666667,85.66666667,40.66666667,47,17.66666667,15.66666667,12.33333333,0.469369153,0.371915152,0.773459289,0.571049352,112.8,42,30.6,17.8,88,41,46.6,17.8,16.8,13,0.46303573,0.380863377,0.774075574,0.563389286,113.8,41.4,29.5,17,85.9,41.3,43.1,16.9,17.6,14.3,0.479669885,0.391594125,0.811775882,0.577355325,1610612744,FALSE,118,129,0,118,42,28,13,46,97,11,45,15,17,0.474226804,0.244444444,0.882352941,0.530927835,129,49,33,19,52,101,20,45,5,6,0.514851485,0.444444444,0.833333333,0.613861386,2,Utah,2022-11-25 00:00:00,116,38,31,15,83,41,41,18,19,16,0.493975904,0.43902439,0.842105263,0.602409639,116,41.66666667,25.33333333,15,87.66666667,41,39.33333333,14.66666667,22,19.33333333,0.468317522,0.371262741,0.876112382,0.552575037,118.6,42,27.4,16.2,87.4,42,38.4,14.8,24,19.8,0.479825414,0.39109973,0.825667429,0.564829809,117.7,43.2,26.8,15.7,88.9,42.3,38.6,14.7,22.6,18.4,0.475347571,0.383474602,0.817024452,0.558611247,1
2022-11-25,22200285,Final,1610612746,1610612743,2022,1610612746,104,0.544,0.559,0.5,22,33,1610612743,114,0.494,0.696,0.333,27,37,0,0,LAC,DEN,1610612746,1610612743,TRUE,104,114,0,104,33,22,14,37,68,11,22,19,34,0.544117647,0.5,0.558823529,0.625,114,37,27,6,44,89,10,30,16,23,0.494382022,0.333333333,0.695652174,0.550561798,2,LA Clippers,2022-11-25 00:00:00,107,43,22,16,87,39,28,11,27,18,0.448275862,0.392857143,0.666666667,0.511494253,115.6666667,39.66666667,26.66666667,14.66666667,86.33333333,43.33333333,30.66666667,13.66666667,21.66666667,15.33333333,0.502656418,0.430952381,0.713450292,0.583422608,108.8,42,24,16.6,80.8,39.4,30,12.8,23,17.2,0.489325333,0.417619048,0.74794197,0.570115293,109.6,40.4,23.2,15.2,81.7,39.6,32.3,12.6,23.5,17.8,0.485955433,0.386478403,0.749791831,0.564227579,1610612746,FALSE,114,104,1,114,37,27,6,44,89,10,30,16,23,0.494382022,0.333333333,0.695652174,0.550561798,104,33,22,14,37,68,11,22,19,34,0.544117647,0.5,0.558823529,0.625,2,Denver,2022-11-25 00:00:00,131,55,31,17,88,42,38,14,41,33,0.477272727,0.368421053,0.804878049,0.556818182,112.3333333,47,27,16.33333333,84,40.66666667,28,9.333333333,28.66666667,21.66666667,0.483877234,0.321637427,0.749399296,0.539313077,107.8,43.8,24.6,15,84.8,39.2,30.4,10.4,24.8,19,0.462575663,0.333333333,0.764084022,0.524021451,114,42.7,27.9,15.2,85.9,42.9,28.9,11.2,22.1,17,0.500132273,0.384108739,0.750302084,0.565486232,0
2022-11-23,22200260,Final,1610612766,1610612755,2022,1610612766,107,0.478,0.619,0.261,25,44,1610612755,101,0.442,0.889,0.237,20,45,1,1,CHA,PHI,1610612766,1610612755,TRUE,107,101,1,107,44,25,15,44,92,6,23,13,21,0.47826087,0.260869565,0.619047619,0.510869565,101,45,20,19,38,86,9,38,16,18,0.441860465,0.236842105,0.888888889,0.494186047,3,Charlotte,2022-11-23 00:00:00,102,51,19,13,100,39,32,8,23,16,0.39,0.25,0.695652174,0.43,112.3333333,49.33333333,24,14.66666667,101.3333333,42,36.33333333,11.33333333,21.66666667,17,0.415815603,0.310606061,0.787439614,0.471637653,112.8,44.4,23.8,13.6,96.4,42.8,35,10,21,17.2,0.447166129,0.284428152,0.822463768,0.498613905,106.4,45,23.4,14.2,93.4,39.8,35.5,10.1,21.9,16.7,0.426974892,0.281699475,0.761025596,0.481413776,1610612766,FALSE,101,107,0,101,45,20,19,38,86,9,38,16,18,0.441860465,0.236842105,0.888888889,0.494186047,107,44,25,15,44,92,6,23,13,21,0.47826087,0.260869565,0.619047619,0.510869565,1,Philadelphia,2022-11-23 00:00:00,115,49,19,9,99,43,32,16,16,13,0.434343434,0.5,0.8125,0.515151515,111.3333333,43,22.66666667,16.33333333,82.66666667,39,30.66666667,14.33333333,24.66666667,19,0.475345729,0.467261905,0.770032051,0.562923383,112,39.8,22.6,14.6,82.2,40.2,27.8,11,26.2,20.6,0.491592979,0.381806418,0.784848015,0.558958849,108.8,40.5,22.8,14.1,83.9,38.6,31.4,11.7,25.3,19.9,0.462706067,0.368840561,0.780580689,0.532674552,1
2022-11-23,22200261,Final,1610612739,1610612757,2022,1610612739,114,0.554,0.87,0.444,22,39,1610612757,96,0.449,1,0.419,28,32,1,1,CLE,POR,1610612739,1610612757,TRUE,114,96,1,114,39,22,16,41,74,12,27,20,23,0.554054054,0.444444444,0.869565217,0.635135135,96,32,28,16,35,78,13,31,13,13,0.448717949,0.419354839,1,0.532051282,2,Cleveland,2022-11-23 00:00:00,114,37,24,19,70,42,19,10,23,20,0.6,0.526315789,0.869565217,0.671428571,119.6666667,45.33333333,26.66666667,19,81.66666667,45,28,10.33333333,23.66666667,19.33333333,0.554243059,0.387793809,0.810688406,0.618649754,116.2,42,24.8,15,83.6,42.2,29.2,12,25.4,19.8,0.508147762,0.418390571,0.789580464,0.580178617,114.5,44.1,25.1,15,84.4,41.8,29.3,11.4,24.6,19.5,0.49795548,0.393962185,0.794434616,0.565904665,1610612739,FALSE,96,114,0,96,32,28,16,35,78,13,31,13,13,0.448717949,0.419354839,1,0.532051282,114,39,22,16,41,74,12,27,20,23,0.554054054,0.444444444,0.869565217,0.635135135,2,Portland,2022-11-23 00:00:00,111,40,19,15,93,44,29,8,19,15,0.47311828,0.275862069,0.789473684,0.516129032,110.3333333,40.66666667,22.66666667,13.66666667,89.66666667,39.66666667,35.66666667,11.33333333,24.33333333,19.66666667,0.443364857,0.315498997,0.806367771,0.507103684,112,41,22,13.6,85.6,39.2,34,12.4,26.8,21.2,0.459816383,0.366920366,0.791952531,0.53329702,107.1,41.5,24.2,14.5,82.4,38.4,31.3,11.8,24.5,18.5,0.468111633,0.384495412,0.757113628,0.540667953,1
2022-11-23,22200262,Final,1610612754,1610612750,2022,1610612754,101,0.385,0.688,0.364,25,30,1610612750,115,0.61,0.765,0.364,31,50,0,0,IND,MIN,1610612754,1610612750,TRUE,101,115,0,101,30,25,13,37,96,16,44,11,16,0.385416667,0.363636364,0.6875,0.46875,115,50,31,23,47,77,8,22,13,17,0.61038961,0.363636364,0.764705882,0.662337662,2,Indiana,2022-11-23 00:00:00,123,48,32,21,86,43,46,13,27,24,0.5,0.282608696,0.888888889,0.575581395,115.6666667,42.33333333,28,16,83.33333333,40,38.33333333,12,28.33333333,23.66666667,0.479674797,0.322716255,0.835125448,0.551616563,116.8,44.4,29,17.4,85.6,41.2,40,13.8,25.4,20.6,0.481554878,0.348668513,0.806796093,0.562474003,117.5,44.1,29,17,85.6,40.8,40.1,15.2,25.5,20.7,0.477324351,0.380866087,0.805009478,0.565889752,1610612754,FALSE,115,101,1,115,50,31,23,47,77,8,22,13,17,0.61038961,0.363636364,0.764705882,0.662337662,101,30,25,13,37,96,16,44,11,16,0.385416667,0.363636364,0.6875,0.46875,2,Minnesota,2022-11-23 00:00:00,105,40,30,18,85,37,47,14,20,17,0.435294118,0.29787234,0.85,0.517647059,114.3333333,41,28.66666667,15,86,41,39.66666667,12.66666667,24,19.66666667,0.476203209,0.321513002,0.823015873,0.549910873,115,40.6,29,14.4,83.8,41.2,34.6,12,25.6,20.6,0.491587933,0.359574468,0.81359562,0.563104906,113.7,40.5,28.3,16.4,83.7,41,34.9,11.9,24.5,19.8,0.491441689,0.350468944,0.811185065,0.562584055,0
2022-11-23,22200263,Final,1610612737,1610612758,2022,1610612737,115,0.446,0.957,0.367,23,47,1610612758,106,0.461,0.714,0.29,27,48,1,1,ATL,SAC,1610612737,1610612758,TRUE,115,106,1,115,47,23,13,41,92,11,30,22,23,0.445652174,0.366666667,0.956521739,0.505434783,106,48,27,18,41,89,9,30,15,21,0.460674157,0.3,0.714285714,0.511235955,2,Atlanta,2022-11-23 00:00:00,102,35,24,16,87,38,34,11,17,15,0.436781609,0.323529412,0.882352941,0.5,109,43.33333333,22.66666667,13,93.33333333,42,30.33333333,8.333333333,20.66666667,16.66666667,0.450874398,0.274093137,0.81094457,0.496179509,111.4,43.6,22.2,13.2,92.2,42,27,7.6,23.8,19.8,0.456064453,0.284455882,0.830270446,0.497597789,113.3,47.5,23.3,12.7,96.7,43.7,28.8,8.4,21.1,17.5,0.452356609,0.292101445,0.825262868,0.495734057,1610612737,FALSE,106,115,0,106,48,27,18,41,89,9,30,15,21,0.460674157,0.3,0.714285714,0.511235955,115,47,23,13,41,92,11,30,22,23,0.445652174,0.366666667,0.956521739,0.505434783,1,Sacramento,2022-11-23 00:00:00,113,45,27,18,90,39,45,15,27,20,0.433333333,0.333333333,0.740740741,0.516666667,126.6666667,41,28,13.66666667,86,44.66666667,36.66666667,13,28.66666667,24.33333333,0.521529254,0.358730159,0.847707231,0.596932829,131,42.2,30.8,14.4,88.6,47.4,37.6,15,26,21.2,0.535363192,0.399285557,0.802940128,0.61946435,124.8,39.3,28.8,13.2,87.6,44.7,37.9,14.6,25.5,20.8,0.510908707,0.385176967,0.810204433,0.594355011,1
2022-11-23,22200264,Final,1610612738,1610612742,2022,1610612738,125,0.536,0.857,0.5,29,38,1610612742,112,0.537,0.619,0.355,20,35,1,1,BOS,DAL,1610612738,1610612742,TRUE,125,112,1,125,38,29,11,45,84,17,34,18,21,0.535714286,0.5,0.857142857,0.636904762,112,35,20,14,44,82,11,31,13,21,0.536585366,0.35483871,0.619047619,0.603658537,2,Boston,2022-11-23 00:00:00,107,38,28,15,87,38,50,19,17,12,0.436781609,0.38,0.705882353,0.545977011,116.6666667,44.33333333,28.33333333,15.33333333,86.66666667,42.33333333,47.33333333,20,14.66666667,12,0.488196365,0.423768116,0.829411765,0.603583246,118.6,44.2,27.4,13.4,89.4,42.4,45.4,17.6,19.4,16.2,0.474465438,0.383314924,0.8381643,0.573894453,121.7,42.8,27.8,12.6,87.8,43.5,42.9,17,21.7,17.7,0.49534551,0.388437007,0.827323908,0.592255848,1610612738,FALSE,112,125,0,112,35,20,14,44,82,11,31,13,21,0.536585366,0.35483871,0.619047619,0.603658537,125,38,29,11,45,84,17,34,18,21,0.535714286,0.5,0.857142857,0.636904762,3,Dallas,2022-11-23 00:00:00,97,36,24,12,78,35,42,15,21,12,0.448717949,0.357142857,0.571428571,0.544871795,105.3333333,39.33333333,24.66666667,9.333333333,85.66666667,37.33333333,43,13.33333333,22.66666667,17.33333333,0.450014038,0.327191558,0.768170426,0.529811692,107.2,38.4,24,10.2,83.6,37.6,43,14.2,23.6,17.8,0.458742991,0.340500982,0.755774051,0.545155533,103.8,37.1,21.7,11.8,82.2,37,40.4,13.5,22.2,16.3,0.455135605,0.341837468,0.723616349,0.537950741,1
2022-11-23,22200265,Final,1610612748,1610612764,2022,1610612748,113,0.419,0.864,0.39,20,53,1610612764,105,0.472,0.579,0.263,27,43,1,1,MIA,WAS,1610612748,1610612764,TRUE,113,105,1,113,53,20,12,39,93,16,41,19,22,0.419354839,0.390243902,0.863636364,0.505376344,105,43,27,14,42,89,10,38,11,19,0.471910112,0.263157895,0.578947368,0.528089888,2,Miami,2022-11-23 00:00:00,101,46,26,15,90,35,38,11,30,20,0.388888889,0.289473684,0.666666667,0.45,98,43,22,13.33333333,89.33333333,33.66666667,37.33333333,9.333333333,28,21.33333333,0.377843915,0.246278675,0.770517677,0.429421769,102.2,38.8,21.6,15.4,83.4,35,36,11.2,26.2,21,0.427363523,0.31296201,0.811037879,0.496079494,107.6,39.8,23.3,13.9,85.4,37.8,36.9,11.8,24.2,20.2,0.445032122,0.319738678,0.843070832,0.514851045,1610612748,FALSE,105,113,0,105,43,27,14,42,89,10,38,11,19,0.471910112,0.263157895,0.578947368,0.528089888,113,53,20,12,39,93,16,41,19,22,0.419354839,0.390243902,0.863636364,0.505376344,3,Washington,2022-11-23 00:00:00,106,49,19,17,93,40,34,13,18,13,0.430107527,0.382352941,0.722222222,0.5,111,48,28,17,91.66666667,41.66666667,38,15,16.33333333,12.66666667,0.456272922,0.402813299,0.772953626,0.538557817,111.2,47.4,27.4,15,89.8,41,38,16,18,13.2,0.457484684,0.425576868,0.73853408,0.547130462,108.1,46.7,25.3,13.6,87,40.4,33.5,11.8,20.4,15.5,0.466597085,0.345955354,0.760668555,0.533878903,1
2022-11-23,22200266,Final,1610612761,1610612751,2022,1610612761,98,0.356,0.76,0.241,16,52,1610612751,112,0.549,0.714,0.447,32,39,0,0,TOR,BKN,1610612761,1610612751,TRUE,98,112,0,98,52,16,13,36,101,7,29,19,25,0.356435644,0.24137931,0.76,0.391089109,112,39,32,19,45,82,17,38,5,7,0.548780488,0.447368421,0.714285714,0.652439024,4,Toronto,2022-11-23 00:00:00,122,51,27,13,108,48,37,8,22,18,0.444444444,0.216216216,0.818181818,0.481481481,116.3333333,45,25.66666667,14.66666667,92,44,30,7.666666667,24,20.66666667,0.48129241,0.260581094,0.851731602,0.523464143,113.2,43.4,22.2,14.4,91.6,41.4,31,8.2,27.4,22.2,0.453862487,0.26968199,0.814104095,0.499112335,114.5,44.4,23.3,13.8,94.2,42.5,33.1,10,24,19.5,0.451270868,0.302878972,0.81752932,0.504250994,1610612761,FALSE,112,98,1,112,39,32,19,45,82,17,38,5,7,0.548780488,0.447368421,0.714285714,0.652439024,98,52,16,13,36,101,7,29,19,25,0.356435644,0.24137931,0.76,0.391089109,1,Brooklyn,2022-11-23 00:00:00,106,35,31,15,80,44,28,9,13,9,0.55,0.321428571,0.692307692,0.60625,114,42.33333333,32,16.66666667,80.66666667,44.66666667,30.33333333,12,17,12.66666667,0.552912917,0.390442384,0.73608324,0.626998183,113.2,39.4,28.6,15.8,80.6,42,29.2,10.8,23,18.4,0.520513183,0.364688711,0.778306836,0.587294589,110.8,41.6,27.7,13.6,82.7,41,30.8,12,21.1,16.8,0.495316494,0.387051204,0.790413386,0.567562363,0
